trade_id,ticker,lane,record_class,evidence_quality,why_picked,final_pnl_pct,first_negative_time,executable_exit_before_negative,executable_profit_sell_before_final_loss,protections_failed_or_missing,failure_category,confidence,notes
275,WMT,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=35.395; direction=74.1; quality=63.8; tech=96.7871; ret5=2.9536; debit_width=36.2%; fill_degradation=19.0%; worst_leg_spread=5.7%,-99.4552,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
430,WMT,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=41.95; direction=81.0; quality=68.7; tech=95.4126; ret5=4.5066; debit_width=46.9%; fill_degradation=28.4%; worst_leg_spread=44.0%,-99.2941,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,medium,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20"
242,IWM,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=78.685; direction=85.3; quality=64.5; tech=96.8856; ret5=1.7509; debit_width=44.6%; fill_degradation=9.5%; worst_leg_spread=4.4%,-99.1645,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
254,XLK,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=89.125; direction=92.5; quality=66.1; tech=95.5879; ret5=5.7779; debit_width=50.3%; fill_degradation=59.2%; worst_leg_spread=61.2%,-98.7871,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
258,TSLA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=50.5; direction=90.0; quality=72.6; tech=98.5055; ret5=11.6721; debit_width=29.1%; fill_degradation=12.5%; worst_leg_spread=2.8%,-98.3586,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
472,BAC,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=39.86; direction=78.8; quality=79.7; tech=92.5819; ret5=1.8868; debit_width=38.8%; fill_degradation=14.0%; worst_leg_spread=10.0%,-97.5031,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
57,JPM,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.68; direction=94.4; quality=73.1; tech=85.64; ret5=-1.6909; debit_width=37.3%; fill_degradation=35.3%; worst_leg_spread=78.4%,-97.4635,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'bullish_pullback_not_keep_bucket']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, bullish_pullback_not_keep_bucket"
474,SLB,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=38.815; direction=77.7; quality=74.6; tech=97.9882; ret5=1.3713; debit_width=37.9%; fill_degradation=20.9%; worst_leg_spread=14.7%,-96.5577,,False,False,['fill_degradation_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20
471,SLB,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=49.17; direction=88.6; quality=70.5; tech=99.2867; ret5=3.9094; debit_width=33.8%; fill_degradation=20.1%; worst_leg_spread=35.3%,-96.3689,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20"
202,SLB,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=49.17; direction=88.6; quality=63.5; tech=99.2867; ret5=3.9094; debit_width=33.8%; fill_degradation=20.1%; worst_leg_spread=35.3%,-96.3689,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
342,SLB,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=45.56; direction=84.8; quality=74.8; tech=94.759; ret5=6.6274; debit_width=33.3%; fill_degradation=27.4%; worst_leg_spread=47.6%,-96.3168,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
241,BA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.205; direction=93.9; quality=57.5; tech=98.0492; ret5=4.3891; debit_width=27.6%; fill_degradation=14.3%; worst_leg_spread=12.5%,-96.1663,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
385,DIS,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=59.43; direction=99.4; quality=72.3; tech=98.9297; ret5=6.6732; debit_width=37.3%; fill_degradation=31.3%; worst_leg_spread=125.6%,-95.6861,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20"
483,TSLA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=59.62; direction=99.6; quality=78.6; tech=99.5396; ret5=13.3729; debit_width=30.5%; fill_degradation=24.0%; worst_leg_spread=24.4%,-95.6383,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
528,IWM,volatility_expansion_observation,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=volatility_expansion_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=99.275; direction=99.5; quality=70.0; tech=99.0785; ret5=5.4102; debit_width=24.1%; fill_degradation=8.8%; worst_leg_spread=6.9%,-95.538,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
270,NVDA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=43.945; direction=83.1; quality=57.2; tech=98.2282; ret5=4.7026; debit_width=31.8%; fill_degradation=16.2%; worst_leg_spread=4.9%,-95.4057,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
247,NEM,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=57.91; direction=97.8; quality=58.0; tech=96.2043; ret5=11.3911; debit_width=51.0%; fill_degradation=46.5%; worst_leg_spread=59.9%,-95.1417,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20"
458,PFE,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=44.04; direction=83.2; quality=84.4; tech=93.0489; ret5=0.6584; debit_width=37.3%; fill_degradation=22.9%; worst_leg_spread=37.5%,-94.8718,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20"
420,XLK,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=93.91; direction=95.8; quality=80.6; tech=99.0338; ret5=5.7811; debit_width=50.4%; fill_degradation=58.8%; worst_leg_spread=69.3%,-94.7374,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
135,NFLX,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.3; direction=94.0; quality=75.6; tech=92.9787; ret5=4.2758; debit_width=58.3%; fill_degradation=23.1%; worst_leg_spread=2.2%,-94.4869,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20"
449,NFLX,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=57.53; direction=97.4; quality=80.5; tech=95.3602; ret5=7.5491; debit_width=44.5%; fill_degradation=16.5%; worst_leg_spread=1.8%,-94.0719,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
300,NFLX,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=57.53; direction=97.4; quality=85.5; tech=95.3602; ret5=7.5491; debit_width=44.5%; fill_degradation=16.5%; worst_leg_spread=1.8%,-94.0719,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
191,NVDA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=45.37; direction=84.6; quality=65.3; tech=91.0337; ret5=7.2008; debit_width=49.1%; fill_degradation=11.4%; worst_leg_spread=1.2%,-93.9253,,False,False,"['debit_gt_45_width', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, lane_ticker_quarantine"
467,NVDA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=45.37; direction=84.6; quality=72.2; tech=91.0337; ret5=7.2008; debit_width=45.1%; fill_degradation=12.7%; worst_leg_spread=5.8%,-93.8108,,False,False,"['debit_gt_45_width', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, lane_ticker_quarantine"
397,XLK,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=92.605; direction=94.9; quality=75.7; tech=96.4706; ret5=8.4327; debit_width=54.3%; fill_degradation=45.9%; worst_leg_spread=69.6%,-93.6896,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
205,DIA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=60.415; direction=72.7; quality=52.3; tech=87.7158; ret5=0.7404; debit_width=33.6%; fill_degradation=11.3%; worst_leg_spread=30.6%,-93.5596,,False,False,"['worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: worst_leg_spread_ge_20, lane_ticker_quarantine"
409,COIN,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.68; direction=94.4; quality=87.1; tech=98.9864; ret5=5.0013; debit_width=31.2%; fill_degradation=29.3%; worst_leg_spread=13.0%,-93.1376,,False,False,['fill_degradation_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20
403,XLK,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=97.825; direction=98.5; quality=78.7; tech=97.5667; ret5=9.7686; debit_width=48.0%; fill_degradation=42.9%; worst_leg_spread=59.1%,-92.8719,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
272,XLK,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=47.8; direction=64.0; quality=66.3; tech=86.8126; ret5=0.4216; debit_width=54.1%; fill_degradation=72.5%; worst_leg_spread=87.4%,-92.6567,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
465,NVDA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=41.95; direction=81.0; quality=74.4; tech=97.2989; ret5=3.2676; debit_width=37.8%; fill_degradation=13.9%; worst_leg_spread=13.9%,-92.6173,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
347,SLB,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=45.655; direction=84.9; quality=74.4; tech=91.6124; ret5=5.8046; debit_width=36.6%; fill_degradation=14.9%; worst_leg_spread=19.2%,-92.465,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
268,IWM,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=58.965; direction=71.7; quality=80.2; tech=78.277; ret5=0.7759; debit_width=32.0%; fill_degradation=12.0%; worst_leg_spread=7.8%,-92.2939,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
186,NVDA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=41.95; direction=81.0; quality=67.5; tech=97.2989; ret5=3.2676; debit_width=38.6%; fill_degradation=11.8%; worst_leg_spread=3.1%,-92.2869,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
488,NVDA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=50.025; direction=89.5; quality=76.3; tech=97.6242; ret5=8.6609; debit_width=43.5%; fill_degradation=17.0%; worst_leg_spread=3.0%,-92.212,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
214,MSTR,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=39.1; direction=78.0; quality=59.7; tech=88.9002; ret5=8.6288; debit_width=31.6%; fill_degradation=17.2%; worst_leg_spread=4.3%,-92.1914,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
248,IWM,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=87.53; direction=91.4; quality=71.7; tech=97.2812; ret5=2.681; debit_width=27.9%; fill_degradation=9.1%; worst_leg_spread=10.3%,-92.0266,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
245,TSLA,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=59.62; direction=99.6; quality=71.6; tech=99.5396; ret5=13.3729; debit_width=29.6%; fill_degradation=11.8%; worst_leg_spread=3.1%,-91.9284,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
42,JPM,legacy_unlabeled,legacy_or_unknown_tracked,limited_legacy_exact_like,playbook=legacy_unlabeled; selection=live_comparable_exact_contract; ev=22.9; direction=76.3; quality=96.6; tech=90.7; ret5=1.06; debit_width=34.7%,-91.8196,2026-04-21 11:00:35.230613-06:00,False,False,[],expected_market_risk_or_unclassified,medium,
283,AA,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=56.2; direction=96.0; quality=68.0; tech=92.6474; ret5=8.1863; debit_width=53.6%; fill_degradation=63.6%; worst_leg_spread=45.1%,-91.8022,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20"
447,NFLX,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.3; direction=94.0; quality=82.5; tech=92.9787; ret5=4.2758; debit_width=50.7%; fill_degradation=19.6%; worst_leg_spread=2.2%,-91.8017,,False,False,['debit_gt_45_width'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width
